## Source: https://phishradar.org/phishingurls.txt
##
## This file contains phishing link (URLs).
## If you just need the link addresses, process it using the following bash command:
##
##       cat phishingurls.txt | cut -d',' -f1
##
## NOTE: 
## 1~ Data more than 3 months old will be automatically removed from this list.
## 2~ For manual removal from this list, email: remove@phishradar.org
##
sender_domain,date_added,reason
http://pigussiltinimas.lt/tjygf92.html,2024-08-13,Fake Coinbase notification
https://fuhongconst.com/weo/wetransfer,2024-08-13,Fake WeTransfer file link
https://<random>.workers.dev,2024-08-13,Fake Mandatory Authenticator Update
https://u16564543.ct.sendgrid.net/ls/click?upn=<random>,2024-08-13,Fake FTX Claim Portal
http://jtldb.top/ud6o,2024-08-13,Fake BTC account block PDF email scam
https://organizationcomply.formstack.com/forms/engagement_survey,2024-08-13,Employee engagement survey
https://click.pstmrk.it/[parameters],2024-08-12,Fake Secure Doc eSign
https://gdp.tbadigital.com.br/vendor/zrp/app/?client-request-id=[recipientaddress],2024-08-12,Fake OneDrive share
https://cbsbirango.net,2024-08-12,Fake Coinbase wallet issue
http://pigussiltinimas.lt/tjygf92.html,2024-08-12,Fake Coinbase wallet issue
http://romosolerhub.website/r9v3,2024-08-12,Fake BTC account balance to get blocked
https://restructiurineg-ra-kroll.com/FTX,2024-08-12,Fake FTX Claim Portal
https://emailsilvopi.com/xax[recipientaddress],2024-08-11,BTC extortion|leaked Gemini's databreach
https://clickme.thryv.com/ls/click?upn=<random>,2024-08-09,Fake Docusign/Adobe eSign
https://leposky.com/img/wp-<random>,2024-08-09,Fake Opensea Sold item notification
